Date,Price,Open,High,Low,Vol,Change_Short,Change_Long
12/09/2019,121.42,120.04,122.18,119.56,5.82M,0.12%,0.031255308
13/09/2019,121.5,122.25,122.32,121.24,4.89M,0.07%,0.038905515
16/09/2019,124.12,124.86,125.27,122.97,10.68M,2.16%,0.071755462
17/09/2019,123.89,124.12,124.62,122.56,7.36M,-0.19%,0.0560907
18/09/2019,124.18,123.55,124.21,123.02,4.87M,0.23%,0.069318867
19/09/2019,123.66,124.77,124.97,123.42,4.06M,-0.42%,0.049032915
20/09/2019,124.32,124,124.82,123.67,10.52M,0.53%,0.055975537
23/09/2019,124.9,123.55,125,123.55,4.96M,0.47%,0.084389651
24/09/2019,123.74,124.67,124.72,123.22,6.35M,-0.93%,0.069120442
25/09/2019,123.51,123.48,124.15,122.91,3.78M,-0.19%,0.066304066
26/09/2019,120.16,123.26,123.5,120.05,8.15M,-2.71%,0.028502953
27/09/2019,118.6,119.51,120.25,118.45,6.85M,-1.30%,0.009189925
30/09/2019,118.6,118.54,119.42,118.41,6.23M,0.00%,0.007475365
01/10/2019,116.01,119.27,119.46,115.88,7.20M,-2.18%,-0.002236174
02/10/2019,112.29,115.06,115.11,111.62,9.94M,-3.21%,-0.042302772
03/10/2019,113.15,112.06,113.19,110.42,5.67M,0.77%,-0.03816729
04/10/2019,113.85,113.6,114,112.55,4.88M,0.62%,-0.037290715
07/10/2019,113.26,113.96,114.75,113.23,4.77M,-0.52%,-0.051344334
08/10/2019,111.71,112.11,112.75,111.61,6.07M,-1.37%,-0.08321707
09/10/2019,113.14,112.59,114.51,112.3,4.70M,1.28%,-0.067117414
10/10/2019,114.59,113.53,114.79,113.3,3.92M,1.28%,-0.056251029
11/10/2019,116.15,115.69,117.03,115.36,5.18M,1.36%,-0.044032922
14/10/2019,116.18,115.58,116.39,115.45,2.59M,0.03%,-0.063970351
15/10/2019,116.31,115.85,117.62,115.8,3.74M,0.11%,-0.061183308
16/10/2019,115.11,116.23,116.66,115.08,3.65M,-1.03%,-0.073039137
17/10/2019,115.35,115.61,116.06,114.92,3.84M,0.21%,-0.067200388
18/10/2019,114.74,115.14,115.58,114.74,5.68M,-0.53%,-0.077059202
21/10/2019,116.61,115.55,116.75,115.55,4.15M,1.63%,-0.066373098
22/10/2019,117.8,116.63,118.56,116.49,4.13M,1.02%,-0.048003879
23/10/2019,117.98,117.4,118.02,116.78,4.16M,0.15%,-0.044773703
24/10/2019,117.58,118.47,118.81,117.31,3.89M,-0.34%,-0.021471372
25/10/2019,118.67,117.77,118.85,117.69,3.37M,0.93%,0.000590219
28/10/2019,118.48,119.08,119.51,117.64,5.08M,-0.16%,-0.001011804
29/10/2019,118.13,117.97,119.07,117.69,4.55M,-0.30%,0.018274287
30/10/2019,116.36,118.18,118.18,115.52,4.69M,-1.50%,0.036245436
31/10/2019,116.14,115.86,116.36,115.32,7.18M,-0.19%,0.026425099
01/11/2019,116.21,115.49,116.62,114.02,7.68M,0.06%,0.020729029
04/11/2019,121.57,117.23,121.87,117.02,10.35M,4.61%,0.073371005
05/11/2019,121.94,121.23,122.45,120.72,6.97M,0.30%,0.091576403
06/11/2019,119.9,121.94,122.14,119.8,6.10M,-1.67%,0.059748984
07/11/2019,121.89,121.13,122,120.32,5.44M,1.66%,0.063705384
08/11/2019,120.93,120.97,121.2,120.16,4.25M,-0.79%,0.041153681
11/11/2019,120.81,120.2,121.39,120.01,3.87M,-0.10%,0.039851954
12/11/2019,120.96,121.29,122.05,120.48,4.50M,0.12%,0.039979365
13/11/2019,122.28,120.46,122.41,120.37,5.30M,1.09%,0.062288246
14/11/2019,121.96,121.85,122.94,121.4,4.89M,-0.26%,0.057303858
15/11/2019,120.64,121.22,121.39,120.11,5.59M,-1.08%,0.051420603
18/11/2019,118.55,119.82,120,118.14,4.89M,-1.73%,0.016636652
19/11/2019,116.45,118.5,118.8,116.08,8.73M,-1.77%,-0.011460102
20/11/2019,117.34,116.41,118.08,116.12,5.90M,0.76%,-0.005424648
21/11/2019,118.77,117.61,118.95,117.2,5.81M,1.22%,0.010120769
22/11/2019,118.63,119.06,119.7,118.6,4.79M,-0.12%,-0.000337069
25/11/2019,118.38,118.43,119.22,117.98,7.39M,-0.21%,-0.000844024
26/11/2019,117.79,118.34,118.56,117.2,10.06M,-0.50%,-0.002878185
27/11/2019,118.07,117.99,118.61,117.62,4.11M,0.24%,0.014695772
29/11/2019,117.13,117.28,117.82,116.88,3.27M,-0.80%,0.008524195
02/12/2019,116.8,117.98,118.07,116.72,5.20M,-0.28%,0.005077016
03/12/2019,115.89,116.2,116.7,115.7,7.30M,-0.78%,-0.046722053
04/12/2019,116.94,116.64,117.3,116.43,5.71M,0.91%,-0.041003772
05/12/2019,116.33,117.62,117.74,116.19,5.52M,-0.52%,-0.029774812
06/12/2019,118.01,117.09,119.29,116.98,6.74M,1.44%,-0.03183198
09/12/2019,117.3,116.52,117.89,116.44,4.83M,-0.60%,-0.030017365
10/12/2019,117.89,118.03,118.09,117.05,4.89M,0.50%,-0.024170185
11/12/2019,116.23,117.09,117.66,116.13,7.04M,-1.41%,-0.039103836
12/12/2019,118.81,116.59,118.89,116.59,6.47M,2.22%,-0.028377494
13/12/2019,117.96,119.05,119.54,117.9,4.86M,-0.72%,-0.032797639
16/12/2019,119.36,118.86,119.47,118.61,5.62M,1.19%,-0.01061008
17/12/2019,118.6,119.59,119.89,118.33,6.76M,-0.64%,0.000421763
18/12/2019,118.55,118.68,119.64,118.52,7.50M,-0.04%,0.018033491
19/12/2019,118.13,118.57,118.74,117.86,6.22M,-0.35%,0.006732572
20/12/2019,119.68,119.4,119.94,118.09,12.17M,1.31%,0.007661867
23/12/2019,120.33,119.31,120.4,119.15,5.88M,0.54%,0.014330271
24/12/2019,120.34,120.43,120.78,120.09,1.64M,0.01%,0.016556851
26/12/2019,120.6,120.67,121.42,120.34,3.65M,0.22%,0.023856015
27/12/2019,120.3,120.89,121.29,120.24,4.14M,-0.25%,0.018887101
30/12/2019,119.85,120.44,121.34,119.81,4.58M,-0.37%,0.023222061
31/12/2019,120.51,119.5,120.63,119.25,4.22M,0.55%,0.031763699
02/01/2020,121.43,120.81,121.62,120.77,5.21M,0.76%,0.047803952
03/01/2020,121.01,121.78,122.72,120.74,6.36M,-0.35%,0.034804173
06/01/2020,120.6,121.24,121.67,120.33,9.95M,-0.34%,0.036705923
07/01/2020,119.06,119.02,119.73,117.77,7.88M,-1.28%,0.008897551
08/01/2020,117.7,118.55,119.09,117.65,7.30M,-1.14%,0.00341006
09/01/2020,117.51,117.59,117.92,116.18,7.35M,-0.16%,-0.003223344
10/01/2020,116.44,117.52,117.69,116.4,6.40M,-0.91%,0.001806762
13/01/2020,116.66,116.47,116.91,116.08,6.85M,0.19%,-0.01809612
14/01/2020,116.3,116.5,116.88,115.7,7.19M,-0.31%,-0.014072567
15/01/2020,116.13,116.3,116.41,115.65,5.81M,-0.15%,-0.027060992
16/01/2020,116.89,116.56,117.28,116.45,7.02M,0.65%,-0.014418212
17/01/2020,115.58,117.01,117.29,115.52,7.89M,-1.12%,-0.02505272
21/01/2020,113.31,115.1,115.15,113.17,8.47M,-1.96%,-0.040802506
22/01/2020,112.9,113.1,113.53,112.46,5.59M,-0.36%,-0.05665107
23/01/2020,113.1,112.4,113.49,111.86,8.01M,0.18%,-0.060084767
24/01/2020,111.85,112.79,112.98,111.34,6.92M,-1.11%,-0.070550108
27/01/2020,110.39,110.25,110.83,109.98,7.61M,-1.31%,-0.084660033
28/01/2020,111.12,110.98,111.62,110.77,5.77M,0.66%,-0.076309227
29/01/2020,110.37,111.45,111.84,110.18,4.77M,-0.67%,-0.079098874
30/01/2020,111.4,109.81,111.58,109.06,8.38M,0.93%,-0.075595386
31/01/2020,107.14,109.81,110,106.39,13.70M,-3.82%,-0.117680968
03/02/2020,106.28,106.95,107.25,105.4,8.79M,-0.80%,-0.121725477
04/02/2020,106.85,107.68,108.33,106.6,9.91M,0.54%,-0.114013267
05/02/2020,110.28,108.27,110.65,108.11,6.91M,3.21%,-0.073744331
06/02/2020,109.49,110.63,110.67,109.11,6.27M,-0.72%,-0.069753611
07/02/2020,108.94,108.93,109.44,108.47,4.83M,-0.50%,-0.072929963
10/02/2020,109.79,108.54,109.8,108.32,6.01M,0.78%,-0.057110958
11/02/2020,111.21,110.78,111.37,110.06,6.07M,1.29%,-0.046716955
12/02/2020,112.04,112.51,112.6,111.61,5.73M,0.75%,-0.036629407
13/02/2020,111.66,111.37,112.33,111.23,5.99M,-0.34%,-0.038491346
14/02/2020,110.08,110.84,110.97,109.58,5.15M,-1.42%,-0.058259902
18/02/2020,110.24,109,110.27,108.83,4.98M,0.15%,-0.046201765
19/02/2020,110.74,110.52,111.1,109.89,5.89M,0.45%,-0.02268114
20/02/2020,109.81,110.78,111.07,109.7,4.47M,-0.84%,-0.027369353
21/02/2020,109.01,108.99,109.19,107.65,6.44M,-0.73%,-0.036162688
24/02/2020,104.71,105.71,106.96,104.42,9.54M,-3.94%,-0.063835494
25/02/2020,100.71,104.8,104.92,100,12.87M,-3.82%,-0.087689102
26/02/2020,98.04,100.86,101.61,98,11.99M,-2.65%,-0.117710583
27/02/2020,94.13,95.95,98.2,94.08,15.78M,-3.99%,-0.147141433
28/02/2020,93.34,90.63,93.44,90.11,20.84M,-0.84%,-0.162118492
02/03/2020,96.59,94.02,96.68,92.2,15.05M,3.48%,-0.098469293
03/03/2020,94.39,96.79,98.48,93.37,16.53M,-2.28%,-0.111874294
04/03/2020,98.53,96.37,99.02,95.67,14.75M,4.39%,-0.077866168
05/03/2020,97.19,95.71,97.39,94.94,12.81M,-1.36%,-0.11869786
06/03/2020,95.32,93.92,96.06,93.42,16.86M,-1.92%,-0.129418212
09/03/2020,80.67,82.23,88.01,80,30.60M,-15.37%,-0.259500643
10/03/2020,84.98,86.24,86.3,81.04,22.59M,5.34%,-0.225976865
11/03/2020,83.03,82.23,84.84,81.75,18.41M,-2.29%,-0.253394479
12/03/2020,76.26,77.23,78.12,72.86,25.77M,-8.15%,-0.319350232
13/03/2020,83.42,79.98,83.5,74.11,23.50M,9.39%,-0.252910622
16/03/2020,69.7,72.57,78.49,69.69,17.54M,-16.45%,-0.366824128
17/03/2020,70.69,70.4,72.98,65.49,22.68M,1.42%,-0.3587627
18/03/2020,55.05,66.21,66.23,54.57,24.95M,-22.12%,-0.502889651
19/03/2020,57.39,55.26,58.49,51.6,29.87M,4.25%,-0.477370003
20/03/2020,59.39,59.53,60.65,56.36,26.96M,3.48%,-0.455187597
23/03/2020,54.22,58.26,59.4,52.97,23.76M,-8.71%,-0.482188903
24/03/2020,66.55,61.48,67.65,60.32,29.20M,22.74%,-0.339191739
25/03/2020,69.27,68.29,73.14,66.64,22.56M,4.09%,-0.293451652
26/03/2020,76.38,70.3,77.1,67.89,24.14M,10.26%,-0.188569
27/03/2020,68.78,72.12,73.54,68.5,20.41M,-9.95%,-0.263124063
30/03/2020,71.95,68.01,72.93,67.02,18.49M,4.61%,-0.255098872
31/03/2020,72.46,73.27,75.04,70.81,18.51M,0.71%,-0.232333934
01/04/2020,68.56,69.51,72.29,67.61,14.36M,-5.38%,-0.304171318
02/04/2020,76.12,71.75,78.7,69.58,23.22M,11.03%,-0.216791851
03/04/2020,75.11,78,78.99,73.03,14.91M,-1.33%,-0.212022661
06/04/2020,80.39,77,80.95,75.51,17.33M,7.03%,-0.003470931
07/04/2020,80.92,84.26,85.69,80.85,16.39M,0.66%,-0.047775947
08/04/2020,85.98,82.29,86.3,81.52,12.28M,6.25%,0.035529327
09/04/2020,84.31,88.74,89.91,81.52,17.05M,-1.94%,0.105559927
13/04/2020,84.91,87.18,87.36,83.4,13.85M,0.71%,0.017861424
14/04/2020,84.61,85.46,87.08,84.33,14.80M,-0.35%,0.213916786
15/04/2020,82.49,80.46,83.38,79.32,13.98M,-2.51%,0.166926015
16/04/2020,79.99,81.31,82.19,78.81,12.29M,-3.03%,0.453042688
17/04/2020,87.17,81.33,87.5,81.32,16.13M,8.98%,0.518905733
20/04/2020,83.57,82.66,87,82.09,15.75M,-4.13%,0.407139249
21/04/2020,81.64,80.28,83.79,79.25,19.62M,-2.31%,0.505717447
22/04/2020,84.44,84.95,85.25,82.97,10.33M,3.43%,0.268820436
23/04/2020,86.8,86.3,88.78,85.39,14.23M,2.79%,0.253067706
24/04/2020,87.01,88.48,88.79,85.77,9.18M,0.24%,0.139172558
27/04/2020,89.71,86.75,90.62,85.87,12.04M,3.10%,0.304303577
28/04/2020,89.91,89.55,90.96,88.83,10.65M,0.22%,0.24961779
29/04/2020,94.62,92.48,95.14,92.29,12.34M,5.24%,0.305823903
30/04/2020,92,93.72,95.74,90.58,12.22M,-2.77%,0.341890315
01/05/2020,89.44,91.51,92.05,87.04,13.25M,-2.78%,0.174986863
04/05/2020,91.44,88.76,91.62,87.69,11.19M,2.24%,0.217414459
05/05/2020,92.89,94.5,95.3,92.68,13.61M,1.59%,0.155491977
06/05/2020,90.05,92.85,93.46,89.77,11.15M,-3.06%,0.112827484
07/05/2020,92.64,92.98,94.06,91.91,9.75M,2.88%,0.077459874
08/05/2020,95.47,95,95.56,94.07,8.60M,3.05%,0.13236864
11/05/2020,93.37,94.21,94.6,93.18,7.10M,-2.20%,0.099634908
12/05/2020,91.1,93.13,94.03,91,8.75M,-2.43%,0.076704881
13/05/2020,88.7,89.9,90,87.32,12.22M,-2.63%,0.075281852
14/05/2020,90.05,87.29,90.93,86.02,10.68M,1.52%,0.125765721
15/05/2020,89.16,90.65,92.06,88.83,10.11M,-0.99%,0.022828955
18/05/2020,92.55,92.4,93.4,91.46,12.31M,3.80%,0.107454828
19/05/2020,89.62,92.53,92.63,89.53,7.75M,-3.17%,0.097746203
20/05/2020,93,91,93.47,90.18,9.16M,3.77%,0.101373757
21/05/2020,92.04,92.77,93.37,91.28,8.83M,-1.03%,0.060368664
22/05/2020,90.28,91.45,91.6,89.47,8.56M,-1.91%,0.037581887
26/05/2020,93.3,92.49,94.34,92.03,9.43M,3.35%,0.040017835
27/05/2020,93.9,94.68,94.69,92.11,7.82M,0.64%,0.044377711
28/05/2020,90.87,93.61,93.9,90.79,9.64M,-3.23%,-0.039632213
29/05/2020,91.7,90.19,91.89,89.26,17.02M,0.91%,-0.00326087
01/06/2020,92.79,90.94,93.85,90.11,7.35M,1.19%,0.037455277
02/06/2020,94.69,93.78,95.22,93.28,7.88M,2.05%,0.035542432
03/06/2020,97.18,95.97,97.73,95.75,8.44M,2.63%,0.046183658
04/06/2020,96.28,96.78,96.89,95.16,6.37M,-0.93%,0.069183787
05/06/2020,100.81,99.08,102.05,99.05,12.76M,4.71%,0.088190846
08/06/2020,103.24,102.63,103.59,100.87,11.09M,2.41%,0.081386823
09/06/2020,101.53,100.7,102.93,99.83,10.75M,-1.66%,0.087394238
10/06/2020,97.58,101,101.5,97.56,10.49M,-3.89%,0.071130626
11/06/2020,89.37,92.3,94.19,89.12,14.94M,-8.41%,0.007553551
12/06/2020,92.39,93.62,93.65,90.01,9.53M,3.38%,0.025985564
15/06/2020,91.23,89.09,92.08,88.21,12.29M,-1.26%,0.023216689
16/06/2020,94.03,94.99,95.58,91.49,8.73M,3.07%,0.015991356
17/06/2020,91.54,93.83,94,91.5,6.02M,-2.65%,0.021423789
18/06/2020,91.94,91,93.23,90.1,7.06M,0.44%,-0.011397849
19/06/2020,90.63,94.41,94.41,90.55,14.84M,-1.42%,-0.015319426
22/06/2020,91.59,90.32,91.69,89.59,5.94M,1.06%,0.014510412
23/06/2020,91.44,92.5,93.09,91.17,6.32M,-0.16%,-0.019935691
24/06/2020,87.64,89.99,90.13,86.86,8.97M,-4.16%,-0.066666667
25/06/2020,89.21,87.31,89.51,87.16,7.40M,1.79%,-0.018267855
26/06/2020,86.46,88.78,88.83,86.18,13.77M,-3.08%,-0.057142857
29/06/2020,87.67,86.91,88.57,86.6,7.02M,1.40%,-0.05517836
30/06/2020,89.23,86.6,89.99,86.36,8.26M,1.78%,-0.057661844
01/07/2020,87.62,89.28,90.77,87.55,6.38M,-1.80%,-0.098374151
02/07/2020,88.31,89.37,90.36,88.16,5.83M,0.79%,-0.082779393
06/07/2020,88.57,89.5,90.25,87.82,6.75M,0.29%,-0.121416526
07/07/2020,86.31,87.82,88.08,86.15,5.90M,-2.55%,-0.163986827
08/07/2020,86.35,86.39,87.8,85.89,6.74M,0.05%,-0.149512459
09/07/2020,82.74,85.97,86.32,82.69,8.83M,-4.18%,-0.152080344
10/07/2020,85.23,82.5,85.42,82.5,6.22M,3.01%,-0.04632427
13/07/2020,85.4,86.04,86.93,84.81,7.07M,0.20%,-0.075657539
14/07/2020,88.35,85.39,88.6,85.04,7.44M,3.45%,-0.031568563
15/07/2020,88.89,90.18,90.19,88.21,5.94M,0.61%,-0.054663405
16/07/2020,88.36,88.44,89.48,87.35,4.80M,-0.60%,-0.034738912
17/07/2020,87.19,88.41,89.11,86.91,5.96M,-1.32%,-0.051664129
20/07/2020,85.27,86.83,87.49,84.8,14.97M,-2.20%,-0.059141565
21/07/2020,91.39,86.47,91.72,86.36,15.12M,7.18%,-0.002183645
22/07/2020,91.04,89.95,91.25,88.9,10.32M,-0.38%,-0.004374453
23/07/2020,91.01,90.5,91.38,90.02,6.59M,-0.03%,0.038452761
24/07/2020,90.13,91.48,92.74,89.98,6.62M,-0.97%,0.010312745
27/07/2020,91.04,89.76,91.09,88.8,7.60M,1.01%,0.052972473
28/07/2020,89.11,90.47,91.17,88.77,6.79M,-2.12%,0.016425231
29/07/2020,90.07,89.48,90.08,88.58,6.39M,1.08%,0.009413874
30/07/2020,86.27,88.43,88.5,85.7,10.11M,-4.22%,-0.015407441
31/07/2020,83.94,83.25,84.1,81.51,19.12M,-2.70%,-0.04948477
03/08/2020,84.81,83.98,85.14,83.8,11.22M,1.04%,-0.042452298
04/08/2020,86.49,84.48,86.72,84.28,9.08M,1.98%,0.002085506
05/08/2020,87.2,88.14,88.43,86.41,7.35M,0.82%,0.00984366
06/08/2020,87.47,86.43,87.9,86.1,7.04M,0.31%,0.057167029
07/08/2020,86.8,86.88,87.11,85.74,7.19M,-0.77%,0.018420744
10/08/2020,89.73,87.94,89.76,87.6,8.15M,3.38%,0.050702576
11/08/2020,89.62,91.95,93.01,89.17,9.07M,-0.12%,0.014374646
12/08/2020,90.72,90.8,91.66,89.45,9.06M,1.23%,0.020587243
13/08/2020,89.82,89.87,91.28,89.76,7.31M,-0.99%,0.016523314
14/08/2020,90.35,89,90.59,88.85,6.34M,0.59%,0.036242688
17/08/2020,90.77,90.35,91.58,89.72,10.47M,0.46%,0.064500997
18/08/2020,87.63,88.97,89.37,87.32,7.98M,-3.46%,-0.041142357
19/08/2020,86.39,87.3,87.9,86.2,9.12M,-1.42%,-0.05107645
20/08/2020,84.81,85.42,86.89,84.73,7.87M,-1.83%,-0.068124382
21/08/2020,85.08,84.67,85.09,83.51,9.00M,0.32%,-0.056030179
24/08/2020,87.2,85.6,87.34,84.89,8.74M,2.49%,-0.042179262
25/08/2020,86.13,88.01,88.04,85.76,6.84M,-1.23%,-0.033441813
26/08/2020,84.78,85.71,85.84,84.66,7.49M,-1.57%,-0.058732097
27/08/2020,84.91,85.16,85.63,83.97,7.44M,0.15%,-0.01576446
28/08/2020,85.63,85.05,85.73,84.32,7.31M,0.85%,0.020133429
31/08/2020,83.93,85.83,85.9,83.87,9.44M,-1.99%,-0.010376135
01/09/2020,83.08,83.26,83.63,82.45,9.00M,-1.01%,-0.039426523
02/09/2020,83.19,83.06,83.96,82.7,10.82M,0.13%,-0.045986239
03/09/2020,82.28,83.05,84.49,81.71,16.18M,-1.09%,-0.059334629
04/09/2020,81.93,82.46,83.64,80.9,10.52M,-0.43%,-0.056105991
08/09/2020,78.97,80.5,80.58,78.04,14.94M,-3.61%,-0.119915301
09/09/2020,80.03,79.97,81.07,79.68,9.27M,1.34%,-0.107007364
10/09/2020,78.15,80.63,80.89,78.05,11.85M,-2.35%,-0.138558201
11/09/2020,77.69,78.24,78.69,77.06,13.73M,-0.59%,-0.135047874
14/09/2020,77.29,77.48,77.98,76.92,8.18M,-0.51%,-0.144548976
15/09/2020,76.35,77.56,78.48,75.96,11.73M,-1.22%,-0.15886306
16/09/2020,78.56,76.35,79.48,75.96,13.02M,2.89%,-0.103503366
17/09/2020,78.79,77.53,78.85,76.37,10.52M,0.29%,-0.087973145
18/09/2020,78.21,77.88,79.15,77.5,14.52M,-0.74%,-0.077821012
21/09/2020,76.3,76.24,76.65,74.68,16.20M,-2.44%,-0.103196991
22/09/2020,75.53,76.15,77.53,75.35,9.15M,-1.01%,-0.133830275
23/09/2020,71.95,75.59,75.91,71.85,16.65M,-4.74%,-0.164634854
24/09/2020,71.8,71.25,73.03,70.5,15.20M,-0.21%,-0.153102147
25/09/2020,71.83,71.01,72.48,70.77,11.07M,0.04%,-0.15404546
28/09/2020,73.93,73.64,74.76,73.15,12.86M,2.92%,-0.136634357
29/09/2020,71.9,74,74.14,71.11,10.56M,-2.75%,-0.14333373
30/09/2020,72,72.25,72.89,71.61,10.47M,0.14%,-0.133365431
01/10/2020,70.42,71.51,71.88,70.03,14.93M,-2.19%,-0.153504027
02/10/2020,71.19,68.92,71.67,68.82,9.85M,1.09%,-0.134783666
05/10/2020,72.7,71.52,72.73,70.71,12.05M,2.12%,-0.112657146
06/10/2020,72.3,73.84,74.32,72.25,15.29M,-0.55%,-0.084462454
07/10/2020,73.78,72.17,73.92,71.56,15.41M,2.05%,-0.078095714
08/10/2020,75.22,74.39,75.55,73.99,11.59M,1.95%,-0.037492003
09/10/2020,74,75.86,76.09,73.98,12.26M,-1.62%,-0.04749646
12/10/2020,74.51,73.63,74.95,73.2,9.06M,0.69%,-0.035968431
13/10/2020,73.4,74.74,74.74,72.78,10.44M,-1.49%,-0.038637852
14/10/2020,72.95,73.28,74.43,72.91,7.06M,-0.61%,-0.071410387
15/10/2020,73.51,71.81,73.72,71.39,10.05M,0.77%,-0.06701358
16/10/2020,72.89,73.52,74.03,72.27,9.31M,-0.84%,-0.068021992
19/10/2020,71.28,73.11,73.34,71.19,8.36M,-2.21%,-0.065792923
20/10/2020,71.68,71.91,72.29,71.04,7.75M,0.56%,-0.050973123
21/10/2020,70.87,71.13,71.58,70.73,9.80M,-1.13%,-0.015010424
22/10/2020,73.4,70.88,73.49,70.57,9.81M,3.57%,0.022284123
23/10/2020,72.57,73.93,74.36,71.83,8.73M,-1.13%,0.010302102
26/10/2020,70.94,71.73,71.89,70.24,9.71M,-2.25%,-0.040443663
27/10/2020,69.51,70.42,70.6,69.49,14.25M,-2.02%,-0.033240612
28/10/2020,66.88,67.69,68.08,66.33,15.96M,-3.78%,-0.071111111
29/10/2020,68.8,66.13,69.14,65.16,12.29M,2.87%,-0.023004828
30/10/2020,69.5,69.9,70.11,68.08,17.20M,1.02%,-0.023739289
02/11/2020,72.15,70.7,73.08,69.4,11.48M,3.81%,-0.007565337
03/11/2020,71.74,73.16,73.3,71.05,8.61M,-0.57%,-0.007745505
04/11/2020,71.77,70.78,73.59,69.89,10.93M,0.04%,-0.027243155
05/11/2020,72.14,71.89,72.97,71.76,10.63M,0.52%,-0.040946557
06/11/2020,71.15,72.5,73.27,70.83,8.37M,-1.37%,-0.038513514
09/11/2020,79.4,80,84.27,78.26,24.02M,11.60%,0.065628775
10/11/2020,83.07,81.14,83.15,79.71,15.04M,4.62%,0.131743869
11/11/2020,82.46,84.1,84.49,81.8,11.64M,-0.73%,0.130363263
12/11/2020,80.67,80.98,82.24,79.91,8.93M,-2.17%,0.097401714
13/11/2020,83.03,81.15,83.35,81.03,10.90M,2.93%,0.139113733
16/11/2020,88.96,86.24,89.18,85.54,18.98M,7.14%,0.248035915
17/11/2020,87.04,86.4,87.53,84.83,14.33M,-2.16%,0.214285714
18/11/2020,84.28,87.37,87.9,84.25,10.58M,-3.17%,0.189219698
19/11/2020,85.73,83.55,85.96,83.06,8.82M,1.72%,0.167983651
20/11/2020,85.79,85.72,86.31,84.88,8.30M,0.07%,0.18216894
23/11/2020,91.03,87.45,91.58,86.76,13.39M,6.11%,0.283197068
24/11/2020,95.62,93.39,95.82,93,17.27M,5.04%,0.375629406
25/11/2020,92.14,94.68,94.68,92.14,10.56M,-3.64%,0.377691388
27/11/2020,91.31,91.33,92.59,90.54,4.63M,-0.90%,0.327180233
30/11/2020,87.18,90.01,90.85,86.9,14.29M,-4.52%,0.254388489
01/12/2020,87.45,89.28,89.71,87.07,9.92M,0.31%,0.212058212
02/12/2020,89.87,87.26,91.31,87.1,10.51M,2.77%,0.252718149
03/12/2020,89.8,90.58,91.11,89.07,8.25M,-0.08%,0.251219172
04/12/2020,93.28,91.22,93.45,90.92,10.79M,3.88%,0.293041309
07/12/2020,90.76,91.82,92.38,89.88,9.40M,-2.70%,0.275614898
08/12/2020,91.54,90.34,92.46,90.19,7.63M,0.86%,0.152896725
09/12/2020,90.44,92.2,93.02,89.37,11.13M,-1.20%,0.088720356
10/12/2020,93.35,91.55,94.56,90.78,11.99M,3.22%,0.132064031
11/12/2020,92.45,92.53,93.28,91.03,9.58M,-0.96%,0.146027024
14/12/2020,89.44,93.4,93.7,89.24,12.20M,-3.26%,0.077201012
15/12/2020,89.37,89.42,90.48,88.77,11.78M,-0.08%,0.004608813
16/12/2020,88.69,89.2,89.35,87.85,9.89M,-0.76%,0.018956801
17/12/2020,88.41,89.54,89.55,87.55,11.75M,-0.32%,0.049003322
18/12/2020,87.19,87.98,88.71,86.26,27.43M,-1.38%,0.017030211
21/12/2020,86.09,84.35,86.83,83.53,11.43M,-1.26%,0.003496911
22/12/2020,84.36,85.44,85.8,84.3,8.59M,-2.01%,-0.073272548
23/12/2020,85.69,85,86.66,85,7.22M,1.58%,-0.103848567
24/12/2020,85.33,85.93,85.93,84.81,3.34M,-0.42%,-0.073909269
28/12/2020,84.9,85.61,86.63,84.62,8.05M,-0.50%,-0.070200416
29/12/2020,84.61,85.26,85.72,84.05,7.67M,-0.34%,-0.029479238
30/12/2020,85.33,84.61,86.58,84.54,7.90M,0.85%,-0.024242424
31/12/2020,84.45,84.9,85.19,83.96,8.35M,-1.03%,-0.060309336
04/01/2021,84.71,85.15,85.95,83.89,9.23M,0.31%,-0.056681514
05/01/2021,87,85.49,89.22,85.32,13.41M,2.70%,-0.067324185
06/01/2021,89.8,89,90.78,87.82,13.92M,3.22%,-0.010577347
07/01/2021,90.22,90.39,90.82,89.31,9.29M,0.47%,-0.014419926
08/01/2021,91.08,92.08,92.43,90.45,11.15M,0.95%,0.007076515
11/01/2021,91.6,89.12,92.1,88.57,10.64M,0.57%,-0.018746652
12/01/2021,93.34,92.66,93.92,91.71,10.92M,1.90%,0.009626825
13/01/2021,93.25,93.2,93.52,91.94,9.72M,-0.10%,0.04259839
14/01/2021,95.49,93.94,96.31,93.79,13.95M,2.40%,0.068479355
15/01/2021,92.09,94.22,94.31,91.71,10.24M,-3.56%,0.038335776
19/01/2021,94.51,93.5,95.03,93.29,9.57M,2.63%,0.06899672
20/01/2021,95.38,95,95.56,94.3,8.74M,0.92%,0.09393279
21/01/2021,92.01,93.86,94.66,91.22,10.40M,-3.53%,0.068765246
22/01/2021,91.73,90.4,92.03,89.83,7.81M,-0.30%,0.087363679
25/01/2021,90.9,90.62,91.03,89.33,7.69M,-0.90%,0.06080056
26/01/2021,89.36,92.2,92.91,89.27,7.83M,-1.69%,0.047228407
27/01/2021,88.2,87.53,90.35,86.75,10.18M,-1.30%,0.038869258
28/01/2021,89.02,88.67,90.15,88.25,8.16M,0.93%,0.052121499
29/01/2021,85.2,86.83,87.34,84.92,14.70M,-4.29%,-0.001523497
01/02/2021,86.41,85.99,87.3,84.57,8.07M,1.42%,0.023208999
